flight_id,departure_airport_code,arrival_airport_code,departure_datetime,arrival_datetime,flight_duration_hours,airline_name,flight_status
330.0,WYB,OJC,9/3/2022,3/24/2022,8.38,Fadeo,Delayed
331.0,MND,CLH,7/20/2022,7/7/2022,2.63,Cogilith,Delayed
332.0,ERU,DZA,1/9/2022,5/1/2022,15.57,Tazz,On-time
333.0,GRM,BNX,2/19/2022,12/4/2022,9.67,Aimbo,Cancelled
334.0,KZN,VCS,9/3/2022,7/17/2022,2.64,Chatterbridge,Delayed
336.0,HBB,VIQ,1/21/2022,11/25/2022,18.19,Thoughtstorm,On-time
337.0,RLT,MYF,3/14/2022,11/14/2022,11.96,Jaxspan,Delayed
338.0,JOG,YAC,1/2/2022,1/21/2022,22.42,Digitube,On-time
339.0,LCN,BHA,1/3/2022,7/28/2022,12.05,Meezzy,On-time
340.0,YYD,AYS,4/5/2022,4/3/2022,2.33,Trunyx,On-time
341.0,PZA,EMI,7/8/2022,6/21/2022,4.23,Bluezoom,On-time
342.0,FWH,DPB,4/15/2022,3/7/2022,22.28,Wikizz,Cancelled
343.0,GVR,SLT,2/5/2022,7/15/2022,5.78,Meedoo,On-time
344.0,EMT,CCZ,9/22/2022,10/5/2022,13.19,Browsezoom,Cancelled
345.0,EWB,OZH,4/29/2022,6/15/2022,13.1,Fivespan,Delayed
346.0,TGU,YZT,2/5/2022,4/22/2022,7.72,Buzzbean,Delayed
347.0,JYV,BTG,2/4/2022,2/22/2022,7.87,Flipbug,On-time
348.0,TCX,SEE,4/15/2022,5/3/2022,11.27,Zoomlounge,Delayed
350.0,CHH,GOK,4/29/2022,1/2/2022,15.35,Riffpath,Delayed
351.0,BFH,EAM,2/16/2022,9/9/2022,9.34,Roombo,On-time
353.0,TKO,TNX,7/12/2022,4/2/2022,2.07,Rhyzio,Cancelled
354.0,LRH,LGR,3/12/2022,8/20/2022,1.69,Ozu,On-time
356.0,ZFU,PJM,6/27/2022,9/23/2022,11.41,Wikizz,Cancelled
357.0,YAA,PNH,2/1/2022,2/26/2022,1.15,Vitz,Cancelled
358.0,SRT,GPA,1/17/2022,5/27/2022,11.25,Skiba,On-time
359.0,FCS,DOO,1/6/2022,1/14/2022,11.39,Dynazzy,Delayed
360.0,COM,SNA,5/4/2022,10/10/2022,17.25,Bubblebox,On-time
361.0,CVS,ZST,5/21/2022,3/10/2022,12.61,Yacero,On-time
362.0,EIY,MOM,4/11/2022,3/5/2022,21.57,Ntags,Cancelled
363.0,OML,XTL,11/20/2022,4/15/2022,12.69,Viva,On-time
364.0,THC,AMF,1/28/2022,11/5/2022,5.28,Realcube,On-time
365.0,MYE,ATS,4/20/2022,5/8/2022,17.43,Feedmix,Cancelled
366.0,RIL,FSZ,7/2/2022,1/12/2022,14.95,Jaxnation,On-time
367.0,ROH,ADK,10/4/2022,4/22/2022,23.83,Npath,On-time
368.0,KLE,TYG,3/25/2022,5/19/2022,13.98,Browseblab,Cancelled
369.0,FRU,SOE,3/27/2022,9/30/2022,23.48,Leexo,Cancelled
370.0,GUU,HYD,6/30/2022,6/9/2022,15.58,Skaboo,Cancelled
371.0,LDK,IFL,8/12/2022,8/5/2022,21.47,Jamia,Delayed
372.0,NDD,UMY,1/9/2022,6/25/2022,14.46,Skibox,Cancelled
373.0,YVP,ITI,3/21/2022,9/20/2022,11.73,Browseblab,Cancelled
374.0,YKC,SKY,6/26/2022,2/20/2022,16.49,Tagtune,Cancelled
375.0,WHP,PBO,11/14/2022,12/3/2022,20.47,Ainyx,Cancelled
376.0,RNE,OXB,4/3/2022,8/6/2022,14.16,Youspan,Delayed
377.0,LUD,GRL,3/24/2022,3/28/2022,14.14,Rhybox,Delayed
378.0,KML,YSQ,12/6/2022,7/1/2022,7.94,Fanoodle,On-time
379.0,OLJ,KKD,5/3/2022,6/3/2022,22.73,Riffpath,On-time
381.0,YIH,UNK,3/1/2022,12/21/2022,5.14,Layo,Cancelled
382.0,YLJ,TAL,1/11/2022,6/11/2022,9.42,Feedbug,Cancelled
383.0,ICL,ISW,7/27/2022,5/27/2022,11.36,Gigazoom,Cancelled
384.0,YYT,ROS,10/1/2022,4/19/2022,15.86,Devcast,Cancelled
385.0,RSN,BLU,2/15/2022,5/20/2022,7.21,Jayo,On-time
386.0,ZCN,KKO,3/14/2022,1/6/2022,23.65,Flashset,Delayed
387.0,BHA,AFZ,10/19/2022,11/5/2022,7.76,Abatz,Cancelled
388.0,BUZ,DTB,5/26/2022,10/20/2022,18.38,Eamia,Cancelled
389.0,GDQ,RMD,3/11/2022,10/17/2022,2.58,Devpoint,Cancelled
390.0,MAA,PSI,7/1/2022,11/27/2022,11.88,Rhyzio,On-time
391.0,EHM,DHD,12/21/2022,8/18/2022,2.43,Photofeed,Cancelled
392.0,KOR,PIU,8/1/2022,8/23/2022,14.72,Bluezoom,Cancelled
393.0,LOF,RNO,4/2/2022,4/14/2022,17.38,Flashspan,Delayed
394.0,QPA,XTO,1/2/2022,1/25/2022,2.57,Kazu,Cancelled
395.0,WPC,BZH,11/18/2022,3/24/2022,11.91,Skiptube,Delayed
396.0,JWA,ZIZ,5/11/2022,4/14/2022,17.33,Gabtune,Cancelled
397.0,AAI,KOL,9/15/2022,2/26/2022,5.86,Rooxo,Delayed
398.0,BNW,EHL,7/29/2022,6/3/2022,7.49,Realmix,Delayed
399.0,TEX,CNJ,2/12/2022,6/4/2022,11.83,Avaveo,Delayed
400.0,HKT,BZU,10/15/2022,8/30/2022,4.31,Topicblab,Cancelled
401.0,AAS,AUO,2/26/2022,11/1/2022,22.97,Trilith,On-time
402.0,DWD,BYM,7/23/2022,3/27/2022,5.15,Feedspan,Delayed
403.0,BKO,NUS,2/15/2022,6/4/2022,12.52,Meemm,On-time
404.0,PMM,DUA,4/4/2022,7/29/2022,7.92,Zoonder,On-time
405.0,0,PVI,3/12/2022,10/28/2022,15.57,Yamia,Delayed
406.0,CET,JIQ,12/20/2022,7/20/2022,5.8,Youfeed,On-time
407.0,PUJ,SSS,9/15/2022,6/20/2022,23.72,Leexo,Cancelled
408.0,BVO,LYC,8/14/2022,3/28/2022,23.21,Photobean,Delayed
409.0,LYR,TGZ,1/25/2022,3/27/2022,17.84,Skyndu,On-time
410.0,YKE,OEC,10/11/2022,3/26/2022,18.55,Brainsphere,On-time
411.0,KUC,AGJ,8/11/2022,5/3/2022,13.2,Izio,Delayed
412.0,SBE,BPN,7/20/2022,3/2/2022,4.44,Feednation,Delayed
413.0,KMH,RMI,5/18/2022,4/2/2022,4.4,Feedbug,Cancelled
414.0,TUI,GTR,3/31/2022,11/4/2022,4.94,Layo,Delayed
415.0,CIC,MSA,7/13/2022,12/18/2022,10.74,Leenti,On-time
416.0,UTP,HDB,2/14/2022,8/13/2022,11.96,Voomm,Cancelled
417.0,CKR,TIA,9/20/2022,5/22/2022,20.49,Yombu,Cancelled
418.0,ULI,GLP,12/8/2022,8/31/2022,16.08,Twimm,Delayed
419.0,PNQ,SCU,12/26/2022,1/1/2022,11.69,Avaveo,Cancelled
420.0,UPN,ANR,4/29/2022,3/20/2022,13.17,Eadel,Cancelled
421.0,LEX,HUD,8/12/2022,6/5/2022,22.74,Ooba,Cancelled
422.0,KLJ,ZAM,7/30/2022,9/19/2022,20.51,Topiclounge,On-time
423.0,RGK,WMK,7/15/2022,4/24/2022,4.66,Skimia,On-time
424.0,QCJ,WGA,1/19/2022,5/14/2022,11.93,Devpulse,Cancelled
425.0,BRL,TDA,6/4/2022,7/13/2022,16.09,Rhynyx,Cancelled
426.0,ZGI,0,1/26/2022,6/29/2022,3.35,Trudeo,Cancelled
427.0,QCU,KVL,5/29/2022,4/27/2022,15.65,Voomm,Cancelled
428.0,SUP,CJM,3/16/2022,3/3/2022,21.67,Muxo,Delayed
429.0,MPX,LMP,5/16/2022,5/21/2022,17.69,Flipbug,Delayed
430.0,PGB,KIM,5/2/2022,12/7/2022,16.4,Twitterlist,Delayed
431.0,FLF,VJI,7/21/2022,7/23/2022,11.97,Vitz,Cancelled
432.0,QFO,ZZO,6/20/2022,6/10/2022,10.16,Dynabox,Cancelled
433.0,CGG,RIW,10/1/2022,7/6/2022,2.78,Trilia,On-time
434.0,LFO,LEK,10/19/2022,6/14/2022,17.89,Realfire,Cancelled
435.0,TGC,PYH,8/24/2022,9/22/2022,9.22,Edgetag,Delayed
436.0,KLW,UMU,2/9/2022,11/22/2022,10.05,Demizz,On-time
437.0,NKN,DIP,10/10/2022,5/23/2022,14.09,Photofeed,On-time
438.0,PGO,BMC,9/14/2022,12/5/2022,10.19,Bubbletube,Delayed
439.0,LDH,EMM,11/12/2022,8/17/2022,15.55,Gabtype,Cancelled
440.0,USL,RGK,1/20/2022,5/31/2022,18.6,Quimba,Delayed
441.0,YCQ,PUL,3/27/2022,2/9/2022,12.59,Bluezoom,Cancelled
442.0,KMU,KCN,5/1/2022,3/23/2022,20.4,Photobug,Delayed
443.0,BAI,ONP,2/7/2022,11/24/2022,8.73,Rhynoodle,Delayed
444.0,PFQ,HEA,9/4/2022,9/4/2022,15.08,Blogpad,Cancelled
445.0,PFO,WMP,7/28/2022,6/16/2022,15.68,Omba,Cancelled
446.0,AYA,KOC,8/16/2022,10/12/2022,22.42,Flipbug,Cancelled
447.0,TOR,FOM,10/9/2022,8/10/2022,16.62,Photofeed,Delayed
448.0,SIX,BFL,1/8/2022,2/24/2022,22.64,Riffpath,Cancelled
449.0,NLK,XJD,3/30/2022,7/23/2022,15.78,Wordpedia,Cancelled
450.0,MUF,KBC,4/13/2022,9/5/2022,1.58,Browsezoom,Cancelled
451.0,MKH,XRH,7/2/2022,7/20/2022,21.46,Tavu,On-time
452.0,LYR,MFN,9/7/2022,10/5/2022,16.14,Devshare,Cancelled
453.0,NLV,YAM,3/25/2022,6/30/2022,22.45,Trudeo,On-time
454.0,FRY,YLC,3/8/2022,8/3/2022,22.26,Dabvine,Delayed
455.0,EAU,VVI,1/31/2022,2/24/2022,6.07,Voonder,Delayed
456.0,LAJ,SIN,9/27/2022,7/22/2022,5.7,Tagfeed,Delayed
457.0,ASK,KZI,6/30/2022,8/4/2022,8.04,Oyoloo,Cancelled
459.0,OCV,CEP,10/6/2022,1/9/2022,12.34,Twinder,Cancelled
460.0,MQU,WID,3/14/2022,10/9/2022,3.11,Skyble,Cancelled
461.0,NLT,OMA,9/24/2022,10/25/2022,1.39,Aibox,Cancelled
462.0,CTL,SFG,8/24/2022,3/2/2022,2.34,Twitterwire,Cancelled
463.0,RIV,FLW,2/10/2022,2/25/2022,9.94,Linkbridge,On-time
464.0,DCU,LEQ,11/19/2022,1/18/2022,12.84,Wordtune,On-time
465.0,DVO,BOR,2/14/2022,8/1/2022,1.95,Divape,On-time
466.0,GYE,UAH,8/27/2022,6/9/2022,14.26,Blognation,Delayed
467.0,NZY,CLW,12/17/2022,5/27/2022,4.94,Linklinks,Cancelled
469.0,ILN,CAB,11/24/2022,1/7/2022,21.21,Tambee,Cancelled
470.0,ECS,STP,6/8/2022,4/2/2022,1.56,Flashpoint,Cancelled
471.0,SXI,BST,5/22/2022,1/5/2022,19.53,Camimbo,Cancelled
472.0,HBG,MJS,11/26/2022,1/11/2022,21.18,Thoughtstorm,On-time
473.0,CTS,CRS,8/9/2022,10/21/2022,11.99,Skilith,Cancelled
474.0,JHS,OLR,1/16/2022,6/15/2022,7.97,Trupe,Delayed
475.0,PBN,ONT,12/30/2022,10/2/2022,3.43,Voomm,Delayed
476.0,PPG,MCL,7/4/2022,1/5/2022,11.98,Voonyx,Delayed
477.0,RFN,HAT,3/28/2022,9/17/2022,14.77,Tavu,On-time
478.0,LYE,CIR,10/31/2022,11/22/2022,21.37,Voonder,On-time
479.0,RNR,HKG,4/30/2022,8/8/2022,21.72,Twimm,Delayed
480.0,KCO,TSW,8/14/2022,11/26/2022,22.34,Ailane,On-time
481.0,SFQ,YQQ,3/19/2022,10/3/2022,18.09,Realcube,Cancelled
482.0,DSK,WAY,6/3/2022,4/5/2022,18.11,Quamba,Delayed
483.0,JSI,LTL,4/7/2022,12/15/2022,15.74,Blogtags,On-time
484.0,LPD,ISM,5/29/2022,5/7/2022,2.7,Jabberbean,Cancelled
485.0,QUN,TFN,5/7/2022,9/29/2022,10.78,Meezzy,Delayed
486.0,VLE,ABU,3/14/2022,7/13/2022,20.79,Wordtune,Cancelled
487.0,PSK,GHC,8/13/2022,11/13/2022,16.04,Tazz,On-time
488.0,OWK,SKS,12/20/2022,1/29/2022,22.03,Fatz,Delayed
489.0,AZS,LCX,4/24/2022,7/13/2022,5.7,Bubblemix,On-time
490.0,SVJ,CVM,3/19/2022,3/10/2022,4.44,Realmix,On-time
491.0,MAX,RES,11/29/2022,10/29/2022,11.82,Feedspan,Delayed
492.0,LUR,RCM,12/11/2022,5/21/2022,7.09,Jabbercube,Delayed
493.0,ESM,PRG,12/19/2022,1/16/2022,17.74,Aivee,On-time
494.0,YSK,BSO,3/14/2022,5/27/2022,4.94,Quatz,Cancelled
495.0,LIM,LYA,1/19/2022,4/12/2022,5.7,Cogibox,Delayed
496.0,ANM,FMY,12/4/2022,11/27/2022,22.86,Thoughtmix,On-time
497.0,CEE,LNL,11/22/2022,9/10/2022,4.04,Edgeify,On-time
498.0,MYO,SUF,6/29/2022,8/2/2022,22.16,Wikizz,Cancelled
499.0,0,CRM,6/15/2022,2/28/2022,20.29,Mynte,On-time
501.0,EDK,PAZ,12/4/2022,6/12/2022,14.89,Flashpoint,Delayed
502.0,SHV,TPJ,7/23/2022,5/12/2022,10.74,Ntag,On-time
503.0,ORH,KDK,12/21/2022,1/14/2022,15.43,Browseblab,Cancelled
504.0,ELW,OJC,5/30/2022,10/8/2022,8.68,Meetz,Cancelled
505.0,KJH,SIP,2/13/2022,8/24/2022,21.05,Npath,On-time
506.0,KNX,MUA,9/2/2022,9/6/2022,17.23,Snaptags,Cancelled
507.0,CFT,LOO,7/12/2022,4/1/2022,13.41,Geba,Cancelled
508.0,OWA,HVR,4/22/2022,8/6/2022,16.11,Meemm,Cancelled
509.0,BUK,DLN,7/14/2022,10/28/2022,19.04,Eare,On-time
510.0,BCD,YFH,2/18/2022,4/19/2022,11.26,Fivespan,Cancelled
511.0,TFY,GVP,8/13/2022,12/2/2022,21.74,Yodo,Delayed
512.0,ISE,ISQ,2/23/2022,8/8/2022,11.51,Oozz,On-time
513.0,AOR,WWT,7/1/2022,12/19/2022,9.2,Oodoo,Delayed
514.0,KYI,CZN,9/24/2022,6/26/2022,9.42,Tavu,On-time
516.0,GMQ,ZIX,2/2/2022,5/19/2022,17.15,Livefish,Delayed
517.0,MPN,KRP,2/3/2022,6/29/2022,11.28,Bluejam,On-time
518.0,PDG,MMQ,11/6/2022,1/21/2022,16.68,Yacero,Cancelled
519.0,ZEM,TRB,6/11/2022,1/30/2022,21.86,Edgeclub,Cancelled
521.0,KEY,BYH,1/3/2022,3/11/2022,13.17,Fiveclub,Cancelled
522.0,YSV,DCN,5/24/2022,10/6/2022,22.82,Voonte,On-time
523.0,HGR,WOA,12/20/2022,7/21/2022,1.43,Jamia,Delayed
524.0,BNI,ZBF,7/2/2022,2/26/2022,18.08,Flashdog,Cancelled
525.0,AFO,ODC,6/30/2022,9/27/2022,23.39,Trunyx,Delayed
526.0,WUX,BQB,6/22/2022,11/26/2022,12.13,Feednation,Cancelled
528.0,LMM,YWL,4/28/2022,5/6/2022,6.51,Meevee,Cancelled
529.0,CFF,NYU,1/10/2022,9/20/2022,10.05,Tavu,On-time
530.0,REB,ONK,9/18/2022,2/16/2022,7.15,Youbridge,Cancelled
531.0,LOY,PPA,5/2/2022,4/6/2022,12.55,Eayo,On-time
532.0,QPS,ETD,4/28/2022,3/5/2022,11.66,Meemm,Cancelled
533.0,FCH,MAA,9/22/2022,8/7/2022,19.53,Innojam,Cancelled
534.0,CGF,MYM,10/20/2022,6/9/2022,22.2,Tavu,Delayed
535.0,BML,OKQ,6/5/2022,8/6/2022,18.08,Myworks,Cancelled
536.0,MTX,EOK,5/24/2022,8/10/2022,19.43,Kare,On-time
537.0,FBG,TXM,3/6/2022,9/26/2022,2.61,Youbridge,Delayed
538.0,LNJ,QCP,3/30/2022,5/17/2022,5.93,Flashpoint,Delayed
540.0,RUU,YHO,8/26/2022,9/23/2022,8.13,Fivebridge,On-time
541.0,NIM,YEY,1/2/2022,5/13/2022,1.45,Centimia,Cancelled
542.0,YTY,CID,10/23/2022,3/9/2022,14.52,Edgetag,Delayed
543.0,AZR,JCU,2/13/2022,9/23/2022,15.28,Feedspan,On-time
544.0,TIG,PSN,10/12/2022,7/22/2022,1.05,Pixonyx,Delayed
545.0,LBU,SZX,1/31/2022,2/28/2022,9.13,Livetube,Delayed
546.0,LEM,FRW,6/7/2022,2/6/2022,12.85,Wikizz,Delayed
547.0,BKU,KEI,7/26/2022,12/21/2022,11.32,Yodoo,Cancelled
548.0,LWC,QCH,11/8/2022,10/9/2022,1.64,Digitube,Delayed
549.0,HIM,GAB,9/12/2022,9/11/2022,15.27,Edgewire,On-time
550.0,BVS,WAB,9/16/2022,8/12/2022,20.04,Buzzdog,Delayed
551.0,DON,LDK,6/12/2022,7/11/2022,18.28,Skinder,Cancelled
552.0,SIC,YZR,7/1/2022,12/1/2022,4.65,Topicstorm,Cancelled
553.0,MSW,YYE,6/30/2022,6/19/2022,11.37,Roomm,Cancelled
555.0,SFB,ECS,6/16/2022,10/6/2022,14.48,Skilith,On-time
556.0,ANU,DJN,8/12/2022,11/17/2022,13.43,Voolia,Cancelled
557.0,SHQ,UGA,7/27/2022,10/26/2022,7.61,Eimbee,Delayed
558.0,BBL,ABW,10/9/2022,6/15/2022,7.81,Demimbu,Cancelled
559.0,TVY,ZSP,11/1/2022,12/14/2022,18.22,Eadel,On-time
560.0,CKN,MFB,1/28/2022,12/5/2022,1.59,Chatterpoint,On-time
562.0,PSF,MEU,4/27/2022,10/27/2022,14.94,Bubblemix,Delayed
563.0,KAS,UIH,10/31/2022,12/6/2022,21.89,Jaxworks,Delayed
564.0,SRV,MUA,5/6/2022,9/10/2022,9.05,Kwideo,Cancelled
565.0,UNK,BNQ,3/2/2022,10/6/2022,15.11,Meedoo,Delayed
566.0,NAY,KTK,3/11/2022,9/11/2022,1.01,Eidel,Cancelled
567.0,TRB,SXA,4/5/2022,8/30/2022,23.27,DabZ,Cancelled
568.0,MBH,WRB,12/22/2022,4/17/2022,18.96,Skibox,Cancelled
569.0,DNF,GTN,10/19/2022,6/8/2022,16.04,Oyonder,Delayed
570.0,AKN,TGT,10/8/2022,12/14/2022,3.38,Roomm,Delayed
571.0,OUZ,ART,9/1/2022,7/1/2022,20.23,Riffpath,On-time
572.0,PME,YBE,11/17/2022,8/9/2022,13.17,Aimbu,On-time
573.0,SWV,THA,2/19/2022,8/23/2022,20.89,Roomm,Cancelled
574.0,CNW,GYE,1/6/2022,8/6/2022,19.39,Skyble,On-time
575.0,HWD,LCF,2/17/2022,11/21/2022,4.75,Jabberstorm,On-time
577.0,SEY,LRE,11/15/2022,4/12/2022,19.05,Dynazzy,Cancelled
578.0,PMG,ATS,5/25/2022,1/16/2022,19.27,Katz,Cancelled
579.0,MDM,HUA,8/27/2022,6/8/2022,12.94,LiveZ,Delayed
580.0,PIZ,CEI,6/8/2022,10/19/2022,12.69,Centizu,Cancelled
581.0,UUN,GVP,5/3/2022,2/7/2022,6.01,Divavu,Delayed
582.0,STZ,BWG,12/20/2022,10/5/2022,5.11,Photolist,Cancelled
583.0,LUO,IKK,5/22/2022,8/22/2022,1.88,Yombu,Delayed
584.0,ORX,GRH,10/11/2022,7/13/2022,6.88,Abata,Cancelled
585.0,SWT,KGH,7/17/2022,3/14/2022,7.19,Twitterbeat,On-time
587.0,DAT,KMK,1/3/2022,5/6/2022,4.12,Photolist,On-time
588.0,LOM,KOL,2/18/2022,3/10/2022,18.48,Chatterpoint,On-time
589.0,ZJG,SRY,12/16/2022,10/15/2022,3.24,Mynte,Delayed
590.0,BFE,ABQ,11/28/2022,1/2/2022,7.65,Twitterworks,Cancelled
591.0,VGA,PJA,2/1/2022,3/5/2022,1.01,Rhybox,Cancelled
592.0,CKL,RKW,8/9/2022,2/4/2022,20.36,Mynte,Delayed
593.0,MYW,BVW,12/14/2022,6/21/2022,5.55,Oyoyo,Delayed
595.0,DOK,BEM,3/27/2022,1/4/2022,15.56,Devbug,Delayed
596.0,CHV,LRJ,9/5/2022,6/29/2022,3.12,Quatz,Cancelled
597.0,TWB,CAW,1/9/2022,10/25/2022,7.72,Tagchat,On-time
598.0,DSS,SBX,1/4/2022,12/10/2022,8.41,Skinder,Delayed
599.0,MNA,PUM,11/15/2022,12/18/2022,10.31,Voolia,Delayed
600.0,CEX,EGV,8/6/2022,2/15/2022,9.74,Trupe,Delayed
601.0,PTW,ZMM,8/1/2022,3/23/2022,13.23,Geba,On-time
602.0,ISD,DRW,5/13/2022,5/10/2022,3.5,Aibox,On-time
603.0,GWL,KKJ,3/3/2022,8/4/2022,20.68,Tagpad,On-time
604.0,BNN,BQJ,8/3/2022,5/19/2022,18.88,Agivu,On-time
605.0,AOC,UTO,11/1/2022,4/6/2022,7.82,Quaxo,Cancelled
606.0,PAA,AAG,5/3/2022,1/26/2022,14.9,Buzzster,Delayed
607.0,HLZ,DIJ,12/27/2022,7/13/2022,1.65,Yambee,Delayed
609.0,ADY,BKS,7/18/2022,2/19/2022,23.06,Skalith,Cancelled
610.0,MFJ,KHO,1/3/2022,12/15/2022,8.55,Divanoodle,Cancelled
611.0,EAS,MXA,7/21/2022,5/27/2022,22.15,Trupe,Cancelled
612.0,UKS,QLS,1/23/2022,5/31/2022,21.35,Feedbug,Delayed
613.0,ZLT,WID,10/21/2022,3/6/2022,4.51,Voomm,Delayed
614.0,VNY,GMU,5/17/2022,10/27/2022,14.1,Shufflester,Delayed
615.0,RCU,MPD,7/18/2022,4/30/2022,21.32,Trilia,Cancelled
616.0,YBW,KNT,9/23/2022,11/28/2022,22.45,Shufflebeat,Delayed
617.0,PCF,0,10/25/2022,11/18/2022,20.39,Oloo,Cancelled
618.0,MSF,ARJ,10/11/2022,12/16/2022,4.54,Bubbletube,Cancelled
619.0,TLR,AYC,12/16/2022,11/8/2022,2.76,Divape,Cancelled
620.0,MAL,AIE,12/26/2022,6/27/2022,21.57,Rhynoodle,Delayed
621.0,HAI,FOS,6/1/2022,3/7/2022,13.28,Tagopia,On-time
622.0,VTG,KEE,6/14/2022,10/4/2022,13.68,Feedspan,On-time
623.0,LEE,HZK,9/5/2022,10/26/2022,4.36,Skipfire,Delayed
624.0,SLK,LXA,3/13/2022,4/3/2022,8.57,Centimia,Delayed
625.0,DNV,UBJ,7/23/2022,10/30/2022,23.96,Camimbo,Delayed
626.0,BGA,BPI,11/28/2022,3/17/2022,7.08,Ailane,Cancelled
627.0,MST,AXL,4/30/2022,11/26/2022,4.21,Meevee,On-time
628.0,TWE,AZT,12/6/2022,8/13/2022,22.84,Thoughtbeat,Delayed
629.0,PRX,HOD,3/1/2022,3/24/2022,16.09,Realfire,Cancelled
630.0,PDB,NLT,12/15/2022,5/23/2022,12.2,Ntag,Cancelled
631.0,FOM,ZLR,5/27/2022,4/18/2022,21.33,Dynava,On-time
632.0,CGD,ARW,8/22/2022,2/12/2022,4.19,Oyope,On-time
633.0,SMW,BKF,8/28/2022,3/16/2022,21.8,Jaxspan,Delayed
634.0,PRX,GZW,8/16/2022,2/5/2022,18.86,Topdrive,Cancelled
635.0,BTJ,YZD,7/13/2022,7/27/2022,7.28,Kazu,Cancelled
636.0,MXD,TCP,9/3/2022,11/11/2022,21.94,Zoovu,Cancelled
637.0,SCN,FFO,10/19/2022,10/8/2022,12.48,Tagtune,Cancelled
638.0,LNX,HLS,5/23/2022,6/11/2022,15.36,Latz,On-time
639.0,ONG,IGL,12/23/2022,11/14/2022,7.41,Brightbean,Delayed
640.0,YWN,BXH,9/27/2022,8/27/2022,2.75,Yacero,Delayed
642.0,BZP,NON,12/4/2022,4/4/2022,7.63,Blognation,Cancelled
643.0,PYY,HCR,11/4/2022,10/22/2022,4.53,Reallinks,Cancelled
644.0,LFK,CYS,10/14/2022,11/6/2022,5.61,Voomm,On-time
645.0,RBK,RHN,10/28/2022,11/16/2022,13.59,Twitterworks,On-time
646.0,DOD,SQZ,4/1/2022,3/24/2022,15.7,Mydeo,Cancelled
647.0,TOL,ANS,10/22/2022,12/26/2022,21.29,Gigazoom,Delayed
648.0,KAG,KEK,10/9/2022,5/17/2022,16.26,Zazio,Cancelled
649.0,CSA,APE,10/22/2022,6/7/2022,7.07,Centimia,Cancelled
650.0,WPB,KCZ,6/29/2022,5/14/2022,5.0,Dablist,Delayed
651.0,SYS,FSK,11/14/2022,1/11/2022,14.51,Eidel,Delayed
652.0,BAR,TSY,5/11/2022,8/21/2022,10.33,Jabbersphere,On-time
653.0,GME,ILU,1/29/2022,2/25/2022,9.85,Tagchat,Delayed
654.0,RNA,BPI,11/22/2022,6/19/2022,17.18,Zoombox,On-time
655.0,KRU,XGN,2/23/2022,2/3/2022,18.27,Jetwire,On-time
656.0,GON,TUK,3/10/2022,3/22/2022,15.72,Fivebridge,Cancelled
657.0,AQB,ASR,3/21/2022,10/26/2022,8.28,Bubbletube,On-time
658.0,OKC,TUQ,6/9/2022,12/21/2022,14.96,Feedfire,On-time
659.0,BJO,EWN,10/13/2022,6/5/2022,20.37,Zoonoodle,Cancelled
660.0,MTK,PAQ,2/16/2022,7/18/2022,21.15,Kayveo,On-time
662.0,LZM,KSD,5/23/2022,1/22/2022,12.73,Izio,On-time
663.0,PRM,DCG,6/16/2022,6/16/2022,5.32,Browsebug,Delayed
664.0,DBN,HWD,5/9/2022,5/24/2022,2.79,Brainbox,Delayed
